Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Log_Volume,Daily_Range,MA_20,MA_50,Signal,Crossover,Year,Month,Day,DayOfWeek,Lag_Close
2002-12-17,38.125786514308,38.125786514308,36.35984326171188,36.73162078857422,855656,0.0,0.0,13.659624873887228,1.7659432525961165,34.84205846786499,30.64859287261963,1,0.0,2002,12,17,1,37.41940689086914
2002-12-18,37.14056032280989,37.71681355208987,36.1367597086367,36.38771057128906,618096,0.0,0.0,13.334400682052024,1.5800538434531646,35.19013442993164,30.82035411834717,1,0.0,2002,12,18,2,36.73162078857422
2002-12-19,37.12197356205792,40.4307930552458,36.71301898120021,39.46417236328125,3770256,0.0,0.0,15.142653726862013,3.717774074045593,35.56469964981079,31.053086585998535,1,0.0,2002,12,19,3,36.38771057128906
2002-12-20,39.96607966962601,40.85834620163067,39.036635956378895,39.78948593139648,2952072,0.0,0.0,14.898018193394034,1.8217102452517722,35.980160331726076,31.28061447143555,1,0.0,2002,12,20,4,39.46417236328125
2002-12-23,39.9660812524432,39.97537625723121,38.107193752329565,38.376731872558594,1277744,0.0,0.0,14.060607363494324,1.8681825049016467,36.327772521972655,31.483976860046386,1,0.0,2002,12,23,0,39.78948593139648
2002-12-24,38.47896840859168,40.1519670350522,38.33955185638664,39.95678329467773,1729840,0.0,0.0,14.363540054735756,1.8124151786655602,36.7636812210083,31.71894027709961,1,0.0,2002,12,24,1,38.376731872558594
2002-12-25,39.95678329467773,39.95678329467773,39.95678329467773,39.95678329467773,0,0.0,0.0,0.0,0.0,37.23258590698242,31.95278835296631,1,0.0,2002,12,25,2,39.95678329467773
2002-12-26,40.26350529731472,41.60190376036764,39.59430464756961,41.0907096862793,2894448,0.0,0.0,14.878305322722545,2.007599112798033,37.69591388702393,32.20931495666504,1,0.0,2002,12,26,3,39.95678329467773
2002-12-27,41.37883824677445,41.54613699270707,39.99396474453436,40.1612663269043,956984,0.0,0.0,13.771542996331062,1.5521722481727096,38.11276969909668,32.43535583496094,1,0.0,2002,12,27,4,41.0907096862793
2002-12-30,40.15197166110538,42.921713016115945,39.23182287782585,42.494171142578125,4253744,0.0,0.0,15.26331032936312,3.689890138290096,38.47571773529053,32.69913200378418,1,0.0,2002,12,30,0,40.1612663269043
2002-12-31,42.77301311169352,45.42192845577843,41.639090321053935,44.69696044921875,9998480,0.0,0.0,16.117943739420348,3.782838134724493,38.84795989990234,33.02815525054932,1,0.0,2002,12,31,1,42.494171142578125
2003-01-01,44.60399352602842,46.081808141245226,44.60399352602842,45.421905517578125,6027072,0.0,0.0,15.611772044553767,1.4778146152168077,39.31872291564942,33.3742798614502,1,0.0,2003,1,1,2,44.69696044921875
2003-01-02,45.7472170860293,46.78819226075451,43.06112269782852,43.34925079345703,5325328,0.0,0.0,15.487985051688767,3.7270695629259905,39.64030990600586,33.68880352020264,1,0.0,2003,1,2,3,45.421905517578125
2003-01-03,44.61331526971986,45.39404771965232,43.49798238797687,43.87905502319336,4198040,0.0,0.0,15.250128545870526,1.8960653316754517,39.940056037902835,34.02526252746582,1,0.0,2003,1,3,4,43.34925079345703
2003-01-06,44.557537918935374,44.75272169611248,42.289695476077206,42.577823638916016,4121520,0.0,0.0,15.231732827954756,2.4630262200352746,40.26582660675049,34.34369026184082,1,0.0,2003,1,6,0,43.87905502319336
2003-01-07,43.126206499139,43.49798414137295,41.68556813548241,42.085227966308594,2650800,0.0,0.0,14.790372416440743,1.8124160058905403,40.52560615539551,34.64761856079102,1,0.0,2003,1,7,1,42.577823638916016
2003-01-08,42.642874374138266,43.981275525862976,42.32686409415098,43.59090805053711,2648456,0.0,0.0,14.78948776422986,1.6544114317119991,40.77376766204834,34.972552108764646,1,0.0,2003,1,8,2,42.085227966308594
2003-01-09,43.86974774348094,44.72483718153053,43.4607930351936,44.01845932006836,2630400,0.0,0.0,14.782646864014241,1.2640441463369285,41.02750644683838,35.29748569488525,1,0.0,2003,1,9,3,43.59090805053711
2003-01-10,44.61330090022736,44.61330090022736,41.09070958393436,41.32307052612305,1702816,0.0,0.0,14.347794496442795,3.5225913162929956,41.13857517242432,35.574273910522464,1,0.0,2003,1,10,4,44.01845932006836
2003-01-13,41.806388569048266,42.196756170398025,40.337868233376085,41.741329193115234,2421496,0.0,0.0,14.699896501923146,1.8588879370219402,41.35467128753662,35.855337944030765,1,0.0,2003,1,13,0,41.32307052612305
2003-01-14,42.178147533773306,43.59090287671925,42.01084882788294,42.29897689819336,2239360,0.0,0.0,14.621701115277466,1.5800540488363097,41.63303909301758,36.15350315093994,1,0.0,2003,1,14,1,41.741329193115234
2003-01-15,42.64285469860227,43.59088793757584,42.40120172545294,43.14475631713867,2759760,0.0,0.0,14.83065463974094,1.1896862121229006,41.97089138031006,36.46858394622803,1,0.0,2003,1,15,2,42.29897689819336
2003-01-16,43.47008015471804,44.76200624635731,42.77299742508136,43.75820541381836,2842656,0.0,0.0,14.860249736151019,1.9890088212759522,42.18559303283691,36.77901836395264,1,0.0,2003,1,16,3,43.14475631713867
2003-01-17,43.21913449113565,43.86974511788393,42.58711387401221,42.77300262451172,1284144,0.0,0.0,14.065603685205026,1.2826312438717196,42.33476886749268,37.079600410461424,1,0.0,2003,1,17,4,43.75820541381836
2003-01-20,42.568504290682434,42.7358029546304,41.09998497156077,41.406700134277344,928872,0.0,0.0,13.74172730231521,1.6358179830696287,42.486267280578616,37.36122158050537,1,0.0,2003,1,20,0,42.77300262451172
2003-01-21,41.46248619821324,42.05732963011416,40.15196994521395,40.32856369018555,1147240,0.0,0.0,13.952870487379938,1.905359684900212,42.50485630035401,37.618491668701175,1,0.0,2003,1,21,1,41.406700134277344
2003-01-22,40.672470538844216,41.45320294176016,40.20774853277067,40.50516891479492,1081352,0.0,0.0,13.893723592806877,1.2454544089894881,42.53227558135986,37.883940887451175,1,0.0,2003,1,22,2,40.32856369018555
2003-01-23,39.96608108850781,40.50515732675466,38.4975611040166,39.01804733276367,1001872,0.0,0.0,13.817381806086944,2.0075962227380657,42.428642463684085,38.11221225738525,1,0.0,2003,1,23,3,40.50516891479492
2003-01-24,39.129574385694255,39.761594880152174,37.0940935300678,37.62387466430664,1436848,0.0,0.0,14.177963079512033,2.667501350084372,42.301772880554196,38.300703315734864,1,0.0,2003,1,24,4,39.01804733276367
2003-01-27,35.69062955590928,37.15914911660391,34.40799869081835,35.00284194946289,916832,0.0,0.0,13.728680619059213,2.7511504257855606,41.927206420898436,38.43101119995117,1,0.0,2003,1,27,0,37.62387466430664
2003-01-28,35.792872463066736,37.73540895789778,34.38941210448813,37.44728088378906,2043224,0.0,0.0,14.530039999894248,3.345996853409652,41.56472244262695,38.610207862854004,1,0.0,2003,1,28,1,35.00284194946289
2003-01-29,37.56810487126682,38.10718093034104,36.09958253843094,36.38771057128906,1370440,0.0,0.0,14.130643143816542,2.0075983919101006,41.1130126953125,38.749438247680665,1,0.0,2003,1,29,2,37.44728088378906
2003-01-30,36.26690722987607,37.99567085865639,36.26690722987607,36.94540023803711,1203464,0.0,0.0,14.000715453937758,1.728763628780321,40.79282016754151,38.848888893127445,1,0.0,2003,1,30,3,36.38771057128906
2003-01-31,36.24830339885893,37.26139643938579,35.82075874020037,36.05311965942383,1083040,0.0,0.0,13.89528338306894,1.440637699185423,40.401523399353025,38.9403458404541,1,0.0,2003,1,31,4,36.94540023803711
2003-02-03,36.29477388758859,39.01804259912485,36.15535734256584,38.80427169799805,1566808,0.0,0.0,14.264551624949299,2.862685256559004,40.21284580230713,39.08794151306152,1,0.0,2003,2,3,0,36.05311965942383
2003-02-04,38.8507443640394,39.761598001635896,37.18704080664662,37.586700439453125,1311144,0.0,0.0,14.086411359223261,2.574557194989275,39.98791942596436,39.214903335571286,1,0.0,2003,2,4,1,38.80427169799805
2003-02-05,36.9918764151095,37.549542893729246,36.31338333403084,36.8896369934082,845080,0.0,0.0,13.647187759733393,1.2361595596984074,39.65285587310791,39.34112228393555,1,0.0,2003,2,5,2,37.586700439453125
2003-02-06,36.94539086958367,37.846952485756006,36.52714116162612,37.6331787109375,946624,0.0,0.0,13.760658306416124,1.319811324129887,39.333591842651366,39.45730285644531,0,-1.0,2003,2,6,3,36.8896369934082
2003-02-07,37.27999355319128,38.59980212407828,36.85244881304125,37.27069854736328,1023440,0.0,0.0,13.838681037087289,1.7473533110370312,39.13097324371338,39.5662338256836,0,0.0,2003,2,7,4,37.6331787109375
2003-02-10,36.805963820967534,37.345039934275775,35.91369746408101,36.03452682495117,449688,0.0,0.0,13.016311511708018,1.431342470194764,38.84563312530518,39.58222015380859,0,0.0,2003,2,10,0,37.27069854736328
2003-02-11,36.062408286419775,36.9825567965437,35.504742178897814,35.70922088623047,701960,0.0,0.0,13.461633125909126,1.4778146176458833,38.51614532470703,39.55136222839356,0,0.0,2003,2,11,1,36.03452682495117
2003-02-12,36.08100473341106,36.24830346096378,34.96567231922756,35.23521041870117,459064,0.0,0.0,13.036947091217057,1.2826311417362248,38.12066802978516,39.53593353271484,0,0.0,2003,2,12,2,35.70922088623047
2003-02-13,35.23521041870117,35.23521041870117,35.23521041870117,35.23521041870117,0,0.0,0.0,0.0,0.0,37.6945182800293,39.502287521362305,0,0.0,2003,2,13,3,35.23521041870117
2003-02-14,33.93399166050444,35.579105385511305,33.13466947338225,33.450679779052734,790336,0.0,0.0,13.580214715761333,2.4444359121290518,37.22840213775635,39.41361846923828,0,0.0,2003,2,14,4,35.23521041870117
2003-02-17,34.38940377116918,35.6906244544026,34.04550859888309,35.5790901184082,795272,0.0,0.0,13.586440730915895,1.6451158555195136,36.93702163696289,39.403952026367186,0,0.0,2003,2,17,0,33.450679779052734
2003-02-18,36.13677850621416,36.43420169544596,35.18874740885857,35.36534118652344,819688,0.0,0.0,13.616680279007344,1.245454286587389,36.68886051177979,39.373466110229494,0,0.0,2003,2,18,1,35.5790901184082
2003-02-19,35.87652660031305,36.03453316292034,35.25379819055144,35.3839225769043,455960,0.0,0.0,13.03016255852315,0.7807349723688972,36.43279819488525,39.308591003417966,0,0.0,2003,2,19,2,35.36534118652344
2003-02-20,34.50094385834765,35.495446701594524,34.07339928101359,35.27238082885742,542944,0.0,0.0,13.204763304651543,1.422047420580931,36.24551486968994,39.235164947509766,0,0.0,2003,2,20,3,35.3839225769043
2003-02-21,35.31886409464067,35.65346442703526,34.519541866263964,34.658958435058594,494544,0.0,0.0,13.111393426915685,1.1339225607712962,36.09726905822754,39.14631019592285,0,0.0,2003,2,21,4,35.27238082885742
2003-02-24,35.49542479645541,35.49542479645541,34.57527686648902,34.87269973754883,326488,0.0,0.0,12.69615153647258,0.9201479299663902,36.09076194763183,39.095376052856444,0,0.0,2003,2,24,0,34.658958435058594
2003-02-25,33.74809812754688,34.9470798200429,33.74809812754688,34.054813385009766,264440,0.0,0.0,12.485373443016526,1.1989816924960195,35.92113857269287,39.04183990478516,0,0.0,2003,2,25,1,34.87269973754883
2003-02-26,34.408009989758845,34.90990906541572,33.19973307155952,33.45997619628906,422312,0.0,0.0,12.953502024251208,1.710175993856197,35.774751853942874,38.98328521728516,0,0.0,2003,2,26,2,34.054813385009766
2003-02-27,33.27408571673809,34.538129763767536,33.23690853462136,33.971168518066406,280480,0.0,0.0,12.544261265465305,1.3012212291461793,35.62604026794433,38.87342514038086,0,0.0,2003,2,27,3,33.45997619628906
2003-02-28,35.235209715511125,36.06241400556795,34.240703864803415,35.727813720703125,694688,0.0,0.0,13.451219542382587,1.8217101407645373,35.6097749710083,38.792191696166995,0,0.0,2003,2,28,4,33.971168518066406
2003-03-03,34.408023057384995,36.424915131116144,34.408023057384995,35.33746719360352,500896,0.0,0.0,13.124155770108368,2.0168920737311495,35.436434745788574,38.73140640258789,0,0.0,2003,3,3,0,35.727813720703125
2003-03-04,34.947083245726674,34.947083245726674,34.20352828305164,34.4544792175293,255760,0.0,0.0,12.451998693641626,0.7435549626750344,35.27982368469238,38.621360321044925,0,0.0,2003,3,4,1,35.33746719360352
2003-03-05,34.073405929591395,34.94708242287589,33.41350034846777,34.593894958496094,471552,0.0,0.0,13.06378678194946,1.5335820744081161,35.165036582946776,38.51410255432129,0,0.0,2003,3,5,2,34.4544792175293
2003-03-06,34.872742743231726,34.872742743231726,33.45998661811385,33.65517044067383,265080,0.0,0.0,12.4877907186411,1.4127561251178733,34.9661361694336,38.36539176940918,0,0.0,2003,3,6,3,34.593894958496094
2003-03-07,34.18494316130818,34.18494316130818,32.577006459236145,32.71642303466797,518664,0.0,0.0,13.159013481679592,1.6079367020720383,34.73842239379883,38.21649490356445,0,0.0,2003,3,7,4,33.65517044067383
2003-03-10,32.59559541103687,32.9023107324423,30.0210349338386,30.50434684753418,346400,0.0,0.0,12.755352342502277,2.8812757986037028,34.461913394927976,37.97669841766358,0,0.0,2003,3,10,0,32.71642303466797
2003-03-11,29.74220410275734,32.307469773907684,29.42619375145307,31.238609313964844,497168,0.0,0.0,13.116685287519633,2.881276022454614,34.2383828163147,37.707531394958494,0,0.0,2003,3,11,1,30.50434684753418
2003-03-12,32.10298528757112,32.10298528757112,30.634465355247404,30.773881912231445,481872,0.0,0.0,13.085435872837161,1.4685199323237192,34.01531639099121,37.41457092285156,0,0.0,2003,3,12,2,31.238609313964844
2003-03-13,31.387315781684197,31.768385440438376,30.48575423231229,31.17354202270508,390112,0.0,0.0,12.874191719728005,1.2826312081260873,33.812232971191406,37.17105674743652,0,0.0,2003,3,13,3,30.773881912231445
2003-03-14,31.17354202270508,31.17354202270508,31.17354202270508,31.17354202270508,0,0.0,0.0,0.0,0.0,33.69837608337402,36.916946487426756,0,0.0,2003,3,14,4,31.17354202270508
2003-03-17,30.31845478769053,31.97286344779829,29.946677305739392,31.080596923828125,373856,0.0,0.0,12.831628650339969,2.026186142058897,33.47345142364502,36.687001953125,0,0.0,2003,3,17,0,31.17354202270508
2003-03-18,31.080596923828125,31.080596923828125,31.080596923828125,31.080596923828125,0,0.0,0.0,0.0,0.0,33.25921421051025,36.46690933227539,0,0.0,2003,3,18,1,31.080596923828125
2003-03-19,31.87991680393632,32.15874989551594,30.718112255687917,31.015535354614254,374256,0.0,0.0,12.832698006181772,1.4406376398280223,33.04079484939575,36.215401878356936,0,0.0,2003,3,19,2,31.080596923828125
2003-03-20,31.136362474645324,31.97286176500893,30.485751915473628,31.768383026123047,537616,0.0,0.0,13.194901689714921,1.487109849535301,32.865594959259035,35.97040035247803,0,0.0,2003,3,20,3,31.015535354614254
2003-03-21,31.76838302612305,31.76838302612305,31.76838302612305,31.768383026123047,0,0.0,0.0,0.0,0.0,32.72106618881226,35.77930660247803,0,0.0,2003,3,21,4,31.768383026123047
2003-03-24,32.25168951410734,32.53052256466158,30.671635560966635,30.92258644104004,328920,0.0,0.0,12.703572879333159,1.8588870036949459,32.523560523986816,35.56293174743652,0,0.0,2003,3,24,0,31.768383026123047
2003-03-25,31.58249105082182,31.58249105082182,29.83513829167825,30.47645378112793,351496,0.0,0.0,12.769956455345795,1.7473527591435705,32.34464254379272,35.32648128509521,0,0.0,2003,3,25,1,30.92258644104004
2003-03-26,31.41519119066708,31.41519119066708,29.83513719587021,30.3370361328125,260264,0.0,0.0,12.469455621703881,1.5800539947968701,32.188495540618895,35.07032688140869,0,0.0,2003,3,26,2,30.47645378112793
2003-03-27,30.0953899617018,30.48575750333164,29.742202442274767,30.048917770385746,241056,0.0,0.0,12.392788699030463,0.743555061056874,31.992383003234863,34.796141128540036,0,0.0,2003,3,27,3,30.3370361328125
2003-03-28,30.85753304211549,30.85753304211549,29.74220052252096,29.87232208251953,218000,0.0,0.0,12.292254928916668,1.1153325195945314,31.699608421325685,34.5381275177002,0,0.0,2003,3,28,4,30.048917770385746
2003-03-31,24.146938217479043,29.528417732524403,24.146938217479043,28.5432071685791,230712,0.0,0.0,12.348929792812635,5.38147951504536,31.359895420074462,34.28085765838623,0,0.0,2003,3,31,0,29.87232208251953
2003-04-02,28.5432071685791,28.5432071685791,28.5432071685791,28.5432071685791,0,0.0,0.0,0.0,0.0,31.064331817626954,34.0451505279541,0,0.0,2003,4,2,2,28.5432071685791
2004-05-06,88.20420024390361,91.08547548896264,84.6165501111409,86.16871643066406,19760,0.0,0.0,9.891465577308802,6.468925377821748,33.64307289123535,34.95842147827148,0,0.0,2004,5,6,3,28.5432071685791
2004-05-07,86.43825032615536,86.43825032615536,82.60894175777683,83.14801788330078,31344,0.0,0.0,10.352810043708068,3.829308568378522,36.1177152633667,35.84102088928223,1,1.0,2004,5,7,4,86.16871643066406
2004-05-10,82.53459339893239,83.27814829441827,81.4285532227477,82.60894775390625,4904,0.0,0.0,8.498010371999463,1.8495950716705778,38.612341499328615,36.74072235107422,1,0.0,2004,5,10,0,83.14801788330078
2004-05-11,84.76525089252596,84.76525089252596,77.14381386052253,78.30561828613281,21032,0.0,0.0,9.953847911875078,7.621437032003428,41.00240507125854,37.606777877807616,1,0.0,2004,5,11,1,82.60894775390625
2004-05-12,76.02850687125999,80.8616148875259,68.03528976743559,73.20299530029297,134928,0.0,0.0,11.812503993147091,12.826325120090317,43.10062437057495,38.321892166137694,1,0.0,2004,5,12,2,78.30561828613281
2004-05-13,66.92926031730082,74.35552016270097,65.99052414439711,71.25117492675781,55456,0.0,0.0,10.923363224666659,8.364996018303856,45.12448902130127,39.01916145324707,1,0.0,2004,5,13,3,73.20299530029297
2004-05-14,72.49662070192916,73.4260645570821,65.06106986070566,66.20428466796875,31144,0.0,0.0,10.346408997688245,8.364994696376442,46.87602615356445,39.604339141845706,1,0.0,2004,5,14,4,71.25117492675781
2004-05-17,63.20216173774248,63.20216173774248,53.18276134977501,55.4227180480957,33968,0.0,0.0,10.43320362298215,10.019400387967472,48.08848495483399,39.99173110961914,1,0.0,2004,5,17,0,66.20428466796875
2004-05-18,59.67027460101471,61.34327295431419,55.76661177664926,59.51226806640625,29128,0.0,0.0,10.279489520493652,5.576661177664924,49.51006851196289,40.405891036987306,1,0.0,2004,5,18,1,55.4227180480957
2004-05-19,62.83037216818377,65.80459096904454,61.06442975517269,63.611106872558594,39960,0.0,0.0,10.595659257474393,4.7401612138718505,51.13659400939942,40.926379165649415,1,0.0,2004,5,19,2,59.51226806640625
2004-05-20,64.13161037213997,64.13161037213997,61.34327948639476,62.09612655639648,32104,0.0,0.0,10.376767060228149,2.7883308857452107,52.69062356948852,41.43050895690918,1,0.0,2004,5,20,3,63.611106872558594
2004-05-21,60.43244312095543,61.34329700247776,58.75944411179695,60.0699577331543,31176,0.0,0.0,10.347435922459987,2.5838528906808094,54.10570230484009,41.879244537353514,1,0.0,2004,5,21,4,62.09612655639648
2004-05-24,60.04205319639157,66.91064328475655,60.04205319639157,66.61322021484375,54792,0.0,0.0,10.911317727550735,6.868590088364975,55.84794416427612,42.466094970703125,1,0.0,2004,5,24,0,60.0699577331543
